# QGIS Generated Color Map Export File
INTERPOLATION:EXACT
130,0,0,0,255,
131,204,191,163,255,Barren
132,0,0,0,255,
133,0,0,0,255,
134,0,0,0,255,
135,0,0,0,255,
136,0,0,0,255,
137,0,0,0,255,
138,0,0,0,255,
139,0,0,0,255,
140,0,0,0,255,
141,147,204,147,255,Deciduous Forest
142,147,204,147,255,Evergreen Forest
143,147,204,147,255,Mixed Forest
144,0,0,0,255,
145,0,0,0,255,
146,0,0,0,255,
147,0,0,0,255,
148,0,0,0,255,
149,0,0,0,255,
150,0,0,0,255,
151,0,0,0,255,
152,198,214,158,255,Shrubland
153,0,0,0,255,
154,0,0,0,255,
155,0,0,0,255,
156,0,0,0,255,
157,0,0,0,255,
158,0,0,0,255,
159,0,0,0,255,
160,0,0,0,255,
161,0,0,0,255,
162,0,0,0,255,
163,0,0,0,255,
164,0,0,0,255,
165,0,0,0,255,
166,0,0,0,255,
167,0,0,0,255,
168,0,0,0,255,
169,0,0,0,255,
170,0,0,0,255,
171,0,0,0,0,
172,0,0,0,255,
173,0,0,0,255,
174,0,0,0,255,
175,0,0,0,255,
176,232,255,191,255,Grass/Pasture
177,0,0,0,255,
178,0,0,0,255,
179,0,0,0,255,
180,0,0,0,255,
181,0,0,0,255,
182,0,0,0,255,
183,0,0,0,255,
184,0,0,0,255,
185,0,0,0,255,
186,0,0,0,255,
187,0,0,0,255,
188,0,0,0,255,
189,0,0,0,255,
190,127,178,178,255,Woody Wetlands
191,0,0,0,255,
192,0,0,0,255,
193,0,0,0,255,
194,0,0,0,255,
195,127,178,178,255,Herbaceous Wetlands
196,0,0,0,255,
197,0,0,0,255,
198,0,0,0,255,
199,0,0,0,255,
200,0,0,0,255,
201,0,0,0,255,
202,0,0,0,255,
203,0,0,0,255,
204,0,255,140,255,Pistachios
205,214,158,188,255,Triticale
206,255,102,102,255,Carrots
207,255,102,102,255,Asparagus
208,255,102,102,255,Garlic
209,255,102,102,255,Cantaloupes
210,255,142,170,255,Prunes
211,51,73,51,255,Olives
212,229,112,38,255,Oranges
213,255,102,102,255,Honeydew Melons
214,255,102,102,255,Broccoli
215,0,0,0,255,
216,255,102,102,255,Peppers
217,178,155,112,255,Pomegranates
218,255,142,170,255,Nectarines
219,255,102,102,255,Greens
220,255,142,170,255,Plums
221,255,102,102,255,Strawberries
222,255,102,102,255,Squash
223,255,142,170,255,Apricots
224,0,175,76,255,Vetch
225,255,211,0,255,Dbl Crop WinWht/Corn
226,255,211,0,255,Dbl Crop Oats/Corn
227,255,102,102,255,Lettuce
228,0,0,0,255,
229,255,102,102,255,Pumpkins
230,137,99,84,255,Dbl Crop Lettuce/Durum Wht
231,255,102,102,255,Dbl Crop Lettuce/Cantaloupe
232,255,38,38,255,Dbl Crop Lettuce/Cotton
233,226,0,124,255,Dbl Crop Lettuce/Barley
234,255,158,12,255,Dbl Crop Durum Wht/Sorghum
235,255,158,12,255,Dbl Crop Barley/Sorghum
236,165,112,0,255,Dbl Crop WinWht/Sorghum
237,255,211,0,255,Dbl Crop Barley/Corn
238,165,112,0,255,Dbl Crop WinWht/Cotton
239,38,112,0,255,Dbl Crop Soybeans/Cotton
240,38,112,0,255,Dbl Crop Soybeans/Oats
241,255,211,0,255,Dbl Crop Corn/Soybeans
242,0,0,153,255,Blueberries
243,255,102,102,255,Cabbage
244,255,102,102,255,Cauliflower
245,255,102,102,255,Celery
246,255,102,102,255,Radishes
247,255,102,102,255,Turnips
248,255,102,102,255,Eggplants
249,255,102,102,255,Gourds
250,255,102,102,255,Cranberries
251,0,0,0,255,
252,0,0,0,255,
253,0,0,0,255,
254,38,112,0,255,Dbl Crop Barley/Soybeans
